Group,Name,Points,Description,Reward
Synthesizing,I Made That: (Worth Collecting) I,5,Synthesize 100 collectables.
Synthesizing,I Made That: (Worth Collecting) II,5,Synthesize 300 collectables.
Synthesizing,I Made That: (Worth Collecting) III,10,"Synthesize 1,000 collectables.",Title: Molder of Masterpieces
Synthesizing,I Made That: (Worth Collecting) IV,10,"Synthesize 3,000 collectables."
Synthesizing,I Made That: (Worth Collecting) V,10,"Synthesize 5,000 collectables."
Gathering,I Collected That I,5,Gather or catch 300 collectables.
Gathering,I Collected That II,5,"Gather or catch 1,000 collectables."
Gathering,I Collected That III,10,"Gather or catch 3,000 collectables.",Title: Amasser of Masterpieces
Gathering,I Collected That IV,10,"Gather or catch 5,000 collectables."
Gathering,I Collected That V,10,"Gather or catch 8,000 collectables."
House of Splendors,I Traded That I,5,Submit 300 collectables to Rowena's House of Splendors.
House of Splendors,I Traded That II,5,"Submit 1,000 collectables to Rowena's House of Splendors."
House of Splendors,I Traded That III,10,"Submit 3,000 collectables to Rowena's House of Splendors.",Title: Business Associate
Custom Deliveries,The Customer Is Always Right: Zhloe Aliapoh I,5,Deliver 36 collectables to Zhloe Aliapoh.
Custom Deliveries,The Customer Is Always Right: Zhloe Aliapoh II,5,Deliver 48 collectables to Zhloe Aliapoh.
Custom Deliveries,The Customer Is Always Right: Zhloe Aliapoh III,5,Deliver 60 collectables to Zhloe Aliapoh.
Custom Deliveries,The Customer Is Always Right: Zhloe Aliapoh IV,5,Deliver 90 collectables to Zhloe Aliapoh.
Custom Deliveries,The Customer Is Always Right: Zhloe Aliapoh V,5,Deliver 120 collectables to Zhloe Aliapoh.
Custom Deliveries,The Customer Is Always Right: Zhloe Aliapoh VI,10,Deliver 150 collectables to Zhloe Aliapoh.,Title: Zhloe's Best Friend
Custom Deliveries,The Customer Is Always Right: M'naago I,5,Deliver 36 collectables to M'naago.
Custom Deliveries,The Customer Is Always Right: M'naago II,5,Deliver 48 collectables to M'naago.
Custom Deliveries,The Customer Is Always Right: M'naago III,5,Deliver 60 collectables to M'naago.
Custom Deliveries,The Customer Is Always Right: M'naago IV,5,Deliver 90 collectables to M'naago.
Custom Deliveries,The Customer Is Always Right: M'naago V,5,Deliver 120 collectables to M'naago.
Custom Deliveries,The Customer Is Always Right: M'naago VI,10,Deliver 150 collectables to M'naago.,Title: Naago's Partner
Custom Deliveries,The Customer Is Always Right: Kurenai I,5,Deliver 36 collectables to Kurenai.
Custom Deliveries,The Customer Is Always Right: Kurenai II,5,Deliver 48 collectables to Kurenai.
Custom Deliveries,The Customer Is Always Right: Kurenai III,5,Deliver 60 collectables to Kurenai.
Custom Deliveries,The Customer Is Always Right: Kurenai IV,5,Deliver 90 collectables to Kurenai.
Custom Deliveries,The Customer Is Always Right: Kurenai V,5,Deliver 120 collectables to Kurenai.
Custom Deliveries,The Customer Is Always Right: Kurenai VI,10,Deliver 150 collectables to Kurenai.,Title: Kurenai's Partner
Custom Deliveries,The Customer Is Always Right: Adkiragh I,5,Deliver 36 collectables to Adkiragh.
Custom Deliveries,The Customer Is Always Right: Adkiragh II,5,Deliver 48 collectables to Adkiragh.
Custom Deliveries,The Customer Is Always Right: Adkiragh III,5,Deliver 60 collectables to Adkiragh.
Custom Deliveries,The Customer Is Always Right: Adkiragh IV,5,Deliver 90 collectables to Adkiragh.
Custom Deliveries,The Customer Is Always Right: Adkiragh V,5,Deliver 120 collectables to Adkiragh.
Custom Deliveries,The Customer Is Always Right: Adkiragh VI,10,Deliver 150 collectables to Adkiragh.,Title: Tough Customer
Custom Deliveries,The Customer Is Always Right: Kai-Shirr I,5,Deliver 36 collectables to Kai-Shirr.
Custom Deliveries,The Customer Is Always Right: Kai-Shirr II,5,Deliver 48 collectables to Kai-Shirr.
Custom Deliveries,The Customer Is Always Right: Kai-Shirr III,5,Deliver 60 collectables to Kai-Shirr.
Custom Deliveries,The Customer Is Always Right: Kai-Shirr IV,5,Deliver 90 collectables to Kai-Shirr.
Custom Deliveries,The Customer Is Always Right: Kai-Shirr V,5,Deliver 120 collectables to Kai-Shirr.
Custom Deliveries,The Customer Is Always Right: Kai-Shirr VI,10,Deliver 150 collectables to Kai-Shirr.,Title: Honeybee
